last_name,links,first_name,valid_to,district_id,chamber_type,city,valid_from,name_formal,party,id,district_sk,state,chamber_id,gov_type,num_officials,official_sk
Tetreau-Kalifa,#,Jessica,2019-05-31 00:00:00+00,2,LOWER,Brownsville,2012-01-01 00:00:00+00,Brownsville City Commission,,198042,858707,TX,4570,LOCAL,1,175013
Duncan,#,Robert,2014-07-01 00:00:00+00,000000000028,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Republican,74036,754827,TX,2664,STATE,1,13203
Nash-King,#,Debbie,2019-05-31 00:00:00+00,2,LOWER,Killeen,2017-05-19 00:00:00+00,Killeen City Council,,201686,858791,TX,4522,LOCAL,1,174061
Nichols,#,John,2020-11-12 00:00:00+00,At Large,LOWER,College Station,2017-11-09 00:00:00+00,College Station City Council,,196610,858565,TX,3578,LOCAL,1,182187
Farias,#,Joe,2015-08-10 00:00:00+00,118,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,115382,760072,TX,2661,STATE,1,10793
Burgess,#,Michael,2013-01-03 00:00:00+00,000000000026,LOWER,,2011-01-03 00:00:00+00,United States House of Representatives,Republican,11805,1818,TX,4507,NATIONAL,0,11805
Simpson,#,David ,2015-01-05 00:00:00+00,000000000007,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56823,754656,TX,2661,STATE,0,7048
Hooker,#,Brian,2018-11-20 00:00:00+00,3,LOWER,Wichita Falls,2012-05-31 00:00:00+00,Wichita Falls City Council,,177164,858735,TX,3361,LOCAL,1,173703
Nelson,#,Ginger,2019-05-15 00:00:00+00,At Large,LOWER,Amarillo,2017-05-17 00:00:00+00,Amarillo City Council,,198003,858836,TX,4018,LOCAL,1,170415
Gooden,#,Lance,2019-01-08 00:00:00+00,4,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,193865,759958,TX,2661,STATE,1,17416
Spitzer,#,Stuart,2017-01-10 00:00:00+00,4,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,112244,759958,TX,2661,STATE,1,82168
Deshotel,#,Joe,2013-01-08 00:00:00+00,000000000022,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,9918,5889,TX,2661,STATE,0,9918
Santellana,#,Stephen,2018-11-20 00:00:00+00,At Large,LOWER,Wichita Falls,2016-11-15 00:00:00+00,Wichita Falls City Council,,184815,858470,TX,3361,LOCAL,1,173699
VACANT,#,VACANT,2013-01-08 00:00:00+00,000000000006,UPPER,,2012-10-16 00:00:00+00,The Senate of Texas,,30481,2364,TX,2664,STATE,0,30475
Gallegos,#,Mario,2012-10-16 00:00:00+00,000000000006,UPPER,,2009-01-06 00:00:00+00,The Senate of Texas,Democrat,30480,2364,TX,2664,STATE,0,3695
Wolff,#,Kevin,0001-01-02 00:00:00+00,000000000009,LOWER,San Antonio,0001-01-01 00:00:00+00,San Antonio City Council,,13233,1952,TX,1560,LOCAL,0,13233
Castro,2070,Joaquin,2019-01-03 00:00:00+00,000000000020,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Democrat,200498,757473,TX,4507,NATIONAL,1,2070
Harless,#,Patricia,2013-01-08 00:00:00+00,000000000126,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,4393,5840,TX,2661,STATE,0,4393
Walle,#,Armando,2019-01-08 00:00:00+00,140,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,193231,760094,TX,2661,STATE,1,12155
Byrd,#,Susie,2013-06-25 00:00:00+00,000000000002,LOWER,El Paso,2009-06-22 00:00:00+00,El Paso City Council,,53047,649,TX,1376,LOCAL,0,6354
Hiebert,#,Tommy,2019-05-21 00:00:00+00,1,LOWER,San Angelo,2015-05-19 00:00:00+00,San Angelo City Council,,177076,859150,TX,3495,LOCAL,1,173539
King,#,Phil,2013-01-08 00:00:00+00,000000000061,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,17381,5769,TX,2661,STATE,0,17381
Miller,#,Rick,2019-01-08 00:00:00+00,26,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,193494,759980,TX,2661,STATE,1,28520
Kuempel,#,John,2013-01-08 00:00:00+00,000000000044,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,6709,5893,TX,2661,STATE,0,6709
Thompson,#,Tom,2021-05-18 00:00:00+00,2,LOWER,San Angelo,2017-05-16 00:00:00+00,San Angelo City Council,,177078,859151,TX,3495,LOCAL,1,173540
VACANT,#,VACANT,2015-02-18 00:00:00+00,17,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,,101087,759971,TX,2661,STATE,1,97395
Saldaña,#,Rey,2019-06-01 00:00:00+00,4,LOWER,San Antonio,2013-06-01 00:00:00+00,San Antonio City Council,,181298,760778,TX,1560,LOCAL,1,1669
Nichols,#,Robert,2013-01-08 00:00:00+00,000000000003,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Republican,28765,2380,TX,2664,STATE,0,9339
Guillen,#,Ryan,2015-01-05 00:00:00+00,000000000031,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56749,754680,TX,2661,STATE,0,2879
Quintanilla,#,Omar,2021-05-04 00:00:00+00,3,LOWER,McAllen,2017-05-09 00:00:00+00,McAllen City Commission,,195745,858965,TX,4098,LOCAL,1,173435
Hardcastle,#,Rick,2013-01-08 00:00:00+00,000000000068,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,14942,5873,TX,2661,STATE,0,14942
Laster,#,Mike,2020-01-02 00:00:00+00,J,LOWER,Houston,2012-01-02 00:00:00+00,Houston City Council,,181480,2997,TX,2814,LOCAL,1,5633
McCall,#,Brian,2011-01-04 00:00:00+00,000000000066,LOWER,,2009-01-06 00:00:00+00,Texas House of Representatives,Republican,6245,5776,TX,2661,STATE,0,6245
Menendez,195325,Jose,2013-01-08 00:00:00+00,000000000124,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,18188,5863,TX,2661,STATE,0,18188
Allen,#,Alma,2015-01-05 00:00:00+00,000000000131,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56577,754780,TX,2661,STATE,0,1129
Albus,#,Donna,2020-05-14 00:00:00+00,At Large,LOWER,Abilene,2017-05-05 00:00:00+00,Abilene City Council,,198864,858645,TX,3691,LOCAL,1,171283
Tinderholt,#,Tony,2019-01-08 00:00:00+00,94,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,198896,760048,TX,2661,STATE,1,82373
Gonzales,#,Shirley,2019-06-01 00:00:00+00,5,LOWER,San Antonio,2013-06-01 00:00:00+00,San Antonio City Council,,195793,760779,TX,1560,LOCAL,1,69924
Schubert,#,Leighton,2018-02-04 00:00:00+00,13,LOWER,,2015-02-18 00:00:00+00,Texas House of Representatives,Republican,192019,759967,TX,2661,STATE,1,101084
Branch,#,Chuck,2019-05-31 00:00:00+00,4,LOWER,McKinney,2015-05-31 00:00:00+00,McKinney City Council,,197077,858959,TX,3920,LOCAL,1,173549
Schultz,#,Julie,2017-11-09 00:00:00+00,At Large,LOWER,College Station,2011-05-01 00:00:00+00,College Station City Council,,181658,858565,TX,3578,LOCAL,1,171730
Van de Putte,#,Leticia,2013-01-08 00:00:00+00,000000000026,UPPER,,2009-01-06 00:00:00+00,The Senate of Texas,Democrat,21631,2368,TX,2664,STATE,0,11075
Griggs,#,Scott,2019-06-01 00:00:00+00,1,LOWER,Dallas,2013-06-03 00:00:00+00,Dallas City Council,,179590,758065,TX,4287,LOCAL,1,1944
Allen,#,Jerry,2015-06-22 00:00:00+00,10,LOWER,Dallas,2013-06-03 00:00:00+00,Dallas City Council,,110515,758053,TX,4287,LOCAL,1,2490
Hinojosa,#,Juan,2021-01-12 00:00:00+00,000000000020,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Democrat,195319,754819,TX,2664,STATE,1,12011
Gattis,#,Dan,2011-01-01 00:00:00+00,000000000020,LOWER,,2009-01-01 00:00:00+00,Texas House of Representatives,Republican,3290,5819,TX,2661,STATE,0,3290
Fraser,#,Troy,2013-01-08 00:00:00+00,000000000024,UPPER,,2009-01-06 00:00:00+00,The Senate of Texas,Republican,21624,2353,TX,2664,STATE,0,8032
Costello,#,Stephen,2016-01-02 00:00:00+00,At Large,LOWER,Houston,2012-01-02 00:00:00+00,Houston City Council,,114307,3029,TX,2814,LOCAL,5,14526
Heines,#,Martin,2020-05-15 00:00:00+00,At Large,LOWER,Tyler,2014-05-26 00:00:00+00,Tyler City Council,,200187,859202,TX,4113,LOCAL,1,173683
McCaul,#,Michael,2019-01-03 00:00:00+00,000000000010,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,160019,757463,TX,4507,NATIONAL,1,8417
Gilmore,#,TJ,2020-05-02 00:00:00+00,At Large,LOWER,Lewisville,2017-05-06 00:00:00+00,Lewisville City Council,,197550,858787,TX,4615,LOCAL,1,172930
Delisi,#,Dianne,2009-01-06 00:00:00+00,000000000055,LOWER,,0001-01-01 00:00:00+00,Texas House of Representatives,Republican,3863,5818,TX,2661,STATE,0,3863
Vo,#,Hubert,2013-01-08 00:00:00+00,000000000149,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,17185,5857,TX,2661,STATE,0,17185
King,#,Tracy,2013-01-08 00:00:00+00,000000000080,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,1777,5905,TX,2661,STATE,0,1777
Vaughn,#,Carolyn,2018-02-28 00:00:00+00,1,LOWER,Corpus Christi,2015-01-13 00:00:00+00,Corpus Christi City Council,,197199,858668,TX,4549,LOCAL,1,174808
Hall,#,Bob,2019-01-08 00:00:00+00,000000000002,UPPER,,2015-01-13 00:00:00+00,The Senate of Texas,Republican,195979,754801,TX,2664,STATE,1,82145
Sung,#,Young,2020-05-01 00:00:00+00,At Large,LOWER,Carrollton,2017-05-01 00:00:00+00,Carrollton City Council,,194205,858944,TX,3667,LOCAL,1,171599
Wheatfall,#,Donavan,2007-05-12 00:00:00+00,000000000005,LOWER,Fort Worth,0001-01-01 00:00:00+00,Fort Worth City Council,,16573,1436,TX,4217,LOCAL,0,16573
Ortega,#,Steve,2013-06-25 00:00:00+00,000000000007,LOWER,El Paso,2009-06-22 00:00:00+00,El Paso City Council,,53051,1745,TX,1376,LOCAL,0,12137
Farrar-Myers,#,Victoria,2020-05-30 00:00:00+00,At Large,LOWER,Arlington,2016-05-30 00:00:00+00,Arlington City Council,,200045,2001,TX,1646,LOCAL,3,128585
VACANT,#,VACANT,2016-08-14 00:00:00+00,120,LOWER,,2016-01-31 00:00:00+00,Texas House of Representatives,,130767,760074,TX,2661,STATE,1,125392
Thompson,#,Senfronia,2019-01-08 00:00:00+00,141,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,193232,760095,TX,2661,STATE,1,16243
Oliveira,#,René,2019-01-08 00:00:00+00,37,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,193862,759991,TX,2661,STATE,1,13003
Torres,#,Raul ,2013-01-08 00:00:00+00,000000000033,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,16104,5909,TX,2661,STATE,0,16104
Guillen,#,Ryan,2019-01-08 00:00:00+00,31,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,200454,759985,TX,2661,STATE,1,2879
VACANT,#,VACANT,,1,LOWER,Corpus Christi,2018-02-28 00:00:00+00,Corpus Christi City Council,,197200,858668,TX,4549,LOCAL,1,197200
Leppert,#,Tom,2011-06-01 00:00:00+00,DALLAS,EXEC,Dallas,2007-06-01 00:00:00+00,Dallas Mayor,,11342,182,TX,4286,LOCAL,1,11342
Tovo,#,Kathie,2015-01-06 00:00:00+00,AT LARGE,LOWER,Austin,2011-06-18 00:00:00+00,Austin City Council,,72420,2019,TX,4171,LOCAL,0,3295
Neumann,#,David,2011-06-01 00:00:00+00,000000000003,LOWER,Dallas,2009-06-22 00:00:00+00,Dallas City Council,,2276,894,TX,4287,LOCAL,0,2276
Keffer,#,Jim,2013-01-08 00:00:00+00,000000000060,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,5720,5814,TX,2661,STATE,0,5720
Giddings,#,Helen,2019-01-08 00:00:00+00,109,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,192709,760063,TX,2661,STATE,1,11066
Rawlings,#,Michael,2019-06-01 00:00:00+00,DALLAS,EXEC,Dallas,2011-06-27 00:00:00+00,Dallas Mayor,,179597,182,TX,4286,LOCAL,1,7350
Guerra,#,Robert,2015-01-05 00:00:00+00,000000000041,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56748,754690,TX,2661,STATE,0,23186
Schaefer,#,Matt,2015-01-05 00:00:00+00,000000000006,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56818,754655,TX,2661,STATE,0,28557
Mitchell,#,Steve,2019-05-31 00:00:00+00,At Large,LOWER,Richardson,2005-05-31 00:00:00+00,Richardson City Council,,177041,859004,TX,4606,LOCAL,1,173794
Murr,#,Andrew,2019-01-08 00:00:00+00,53,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,193880,760007,TX,2661,STATE,1,82339
Davis,#,John,2015-01-05 00:00:00+00,000000000129,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56656,754778,TX,2661,STATE,0,8616
Veasey,162482,Marc,2013-01-08 00:00:00+00,000000000095,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,3079,5794,TX,2661,STATE,0,3079
Walle,#,Armando,2015-01-05 00:00:00+00,000000000140,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56960,754789,TX,2661,STATE,0,12155
Whitmire,#,John,2013-01-08 00:00:00+00,000000000015,UPPER,,2011-01-04 00:00:00+00,The Senate of Texas,Democrat,29464,2382,TX,2664,STATE,0,14392
Lilly,#,Ann,2015-06-30 00:00:00+00,1,LOWER,El Paso,2013-06-25 00:00:00+00,El Paso City Council,,110509,758044,TX,1376,LOCAL,1,4546
Clayton,#,Mark,2019-06-01 00:00:00+00,9,LOWER,Dallas,2015-06-01 00:00:00+00,Dallas City Council,,179584,758060,TX,4287,LOCAL,1,109025
Zaffirini,#,Judith,2021-01-12 00:00:00+00,000000000021,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Democrat,195320,754820,TX,2664,STATE,1,7105
Bowdre,#,Darryl,2018-05-16 00:00:00+00,2,LOWER,Tyler,2012-05-28 00:00:00+00,Tyler City Council,,200188,858710,TX,4113,LOCAL,1,173689
Fletcher,#,Allen,2013-01-08 00:00:00+00,000000000130,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,16724,5837,TX,2661,STATE,0,16724
Rinaldi,#,Matt,2019-01-08 00:00:00+00,115,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,200332,760069,TX,2661,STATE,1,82392
Hartnett,#,Will,2013-01-08 00:00:00+00,000000000114,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,5957,5783,TX,2661,STATE,0,5957
Bohac,#,Dwayne,2019-01-08 00:00:00+00,138,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,193228,760092,TX,2661,STATE,1,12100
Lilly,#,Ann,2013-06-25 00:00:00+00,000000000001,LOWER,El Paso,2007-06-01 00:00:00+00,El Paso City Council,,53046,386,TX,1376,LOCAL,0,4546
Reynolds,#,Ron,2019-01-08 00:00:00+00,27,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,193495,759981,TX,2661,STATE,1,6015
Stephenson,#,Phil,2015-01-05 00:00:00+00,000000000085,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56825,754734,TX,2661,STATE,0,28606
Tovo,#,Kathie,2019-01-06 00:00:00+00,9,LOWER,Austin,2015-01-06 00:00:00+00,Austin City Council,Nonpartisan,181238,759561,TX,4171,LOCAL,1,3295
Webb,#,Dennis,2020-06-01 00:00:00+00,3,LOWER,Irving,2014-06-01 00:00:00+00,Irving City Council,,175715,760547,TX,4313,LOCAL,1,78734
Altgelt,#,George,2020-12-01 00:00:00+00,7,LOWER,Laredo,2016-12-01 00:00:00+00,Laredo City Council,,200847,858898,TX,4142,LOCAL,1,170650
Laubenberg,#,Jodie,2013-01-08 00:00:00+00,000000000089,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,9746,5771,TX,2661,STATE,0,9746
Carter,#,John,2013-01-03 00:00:00+00,000000000031,LOWER,,2011-01-03 00:00:00+00,United States House of Representatives,Republican,3039,1855,TX,4507,NATIONAL,0,3039
Kolkhorst,10933,Lois,2021-01-12 00:00:00+00,000000000018,UPPER,,2015-01-05 00:00:00+00,The Senate of Texas,Republican,195317,754817,TX,2664,STATE,1,10933
Ordaz Perez,#,Claudia,2019-06-30 00:00:00+00,6,LOWER,El Paso,2014-08-05 00:00:00+00,El Paso City Council,,199650,758049,TX,1376,LOCAL,1,75160
Keffer,#,Jim,2015-01-05 00:00:00+00,000000000060,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56762,754709,TX,2661,STATE,0,5720
Ramirez,#,Aida,2019-05-07 00:00:00+00,4,LOWER,McAllen,2015-05-05 00:00:00+00,McAllen City Commission,,195746,858449,TX,4098,LOCAL,1,173436
Garcia,#,Sylvia,2021-01-12 00:00:00+00,000000000006,UPPER,,2013-12-23 00:00:00+00,The Senate of Texas,Democrat,195305,754805,TX,2664,STATE,1,68423
Garcia,#,Juan,2009-01-06 00:00:00+00,000000000032,LOWER,,2003-01-15 00:00:00+00,Texas House of Representatives,Democrat,83720,5906,TX,2661,STATE,0,16633
Button,#,Angie,2015-01-05 00:00:00+00,000000000112,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56626,754761,TX,2661,STATE,0,8375
Gooden,#,Lance ,2013-01-08 00:00:00+00,000000000004,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,17416,5810,TX,2661,STATE,0,17416
Huberty,#,Dan,2015-01-05 00:00:00+00,000000000127,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56754,754776,TX,2661,STATE,0,8723
Harless,#,Patricia,2017-01-10 00:00:00+00,126,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,112161,760080,TX,2661,STATE,1,4393
Huberty,#,Dan,2019-01-08 00:00:00+00,127,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,200572,760081,TX,2661,STATE,1,8723
Deuell,#,Bob,2015-01-13 00:00:00+00,000000000002,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Republican,82146,754801,TX,2664,STATE,1,2866
Anderson,#,Charles,2013-01-08 00:00:00+00,000000000056,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,2046,5815,TX,2661,STATE,0,2046
Williams,#,Tommy,2013-01-08 00:00:00+00,000000000004,UPPER,,2009-01-06 00:00:00+00,The Senate of Texas,Republican,21633,2385,TX,2664,STATE,0,6263
Viagran,#,Rebecca,2019-06-01 00:00:00+00,3,LOWER,San Antonio,2013-06-01 00:00:00+00,San Antonio City Council,,181297,760782,TX,1560,LOCAL,1,54464
Cisneros,#,Karla,2020-01-02 00:00:00+00,H,LOWER,Houston,2016-01-02 00:00:00+00,Houston City Council,,200036,2991,TX,2814,LOCAL,1,122989
Morgan,#,Craig,2020-05-28 00:00:00+00,At Large,LOWER,Round Rock,2017-05-25 00:00:00+00,Round Rock City Council,,200889,858526,TX,4609,LOCAL,1,173951
Burnam,#,Lon,2013-01-08 00:00:00+00,000000000090,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Democrat,12861,5801,TX,2661,STATE,0,12861
Alonzo,#,Monica,2017-06-01 00:00:00+00,6,LOWER,Dallas,2013-06-03 00:00:00+00,Dallas City Council,,160113,758059,TX,4287,LOCAL,1,15898
Robinson,#,Carl,2017-06-27 00:00:00+00,4,LOWER,El Paso,2013-06-25 00:00:00+00,El Paso City Council,,168564,758047,TX,1376,LOCAL,1,149
Lambert,#,Stan,2019-01-08 00:00:00+00,71,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,199685,760025,TX,2661,STATE,1,140807
Lozano,#,Jose Manuel,2015-01-05 00:00:00+00,000000000043,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56779,754692,TX,2661,STATE,0,1149
Hefner,#,Cole,2019-01-08 00:00:00+00,5,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,193876,759959,TX,2661,STATE,1,140773
Otto,#,John,2017-01-10 00:00:00+00,18,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,112210,759972,TX,2661,STATE,1,14112
Brady,#,Kevin,2019-01-03 00:00:00+00,000000000008,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,162452,757461,TX,4507,NATIONAL,1,5651
Raney,#,John,2015-01-05 00:00:00+00,000000000014,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56807,754663,TX,2661,STATE,0,18359
Toth,#,Steve,2015-01-05 00:00:00+00,000000000015,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56944,754664,TX,2661,STATE,0,28366
Athas,#,Douglas,2018-01-09 00:00:00+00,At Large,LOWER,Garland,2013-05-21 00:00:00+00,Garland City Council,,200075,859168,TX,3096,LOCAL,1,173557
Villalobos,#,Javier,2021-05-04 00:00:00+00,1,LOWER,McAllen,2018-03-12 00:00:00+00,McAllen City Commission,,195749,858450,TX,4098,LOCAL,1,195743
Patrick,#,Gene,2011-05-01 00:00:00+00,At Large,LOWER,Arlington,2009-05-01 00:00:00+00,Arlington City Council,,2455,2001,TX,1646,LOCAL,3,2455
Herrera,#,Delicia,0001-01-02 00:00:00+00,000000000006,LOWER,San Antonio,0001-01-01 00:00:00+00,San Antonio City Council,,2097,1679,TX,1560,LOCAL,0,2097
Menéndez,#,Jose,2015-01-05 00:00:00+00,000000000124,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56787,754773,TX,2661,STATE,0,18188
Limón,#,Lily,2017-06-27 00:00:00+00,7,LOWER,El Paso,2013-06-25 00:00:00+00,El Paso City Council,,168562,758050,TX,1376,LOCAL,1,58220
Lucio,#,Eddie,2015-01-05 00:00:00+00,000000000038,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56780,754687,TX,2661,STATE,0,6732
Nash,#,Barbara ,2013-01-08 00:00:00+00,000000000093,LOWER,,2011-01-04 00:00:00+00,Texas House of Representatives,Republican,12951,5793,TX,2661,STATE,0,12951
Salazar,#,Steve,2011-06-01 00:00:00+00,000000000006,LOWER,Dallas,2009-06-22 00:00:00+00,Dallas City Council,,14458,1597,TX,4287,LOCAL,0,14458
Johnson,#,Sam,2013-01-03 00:00:00+00,000000000003,LOWER,,2011-01-04 00:00:00+00,United States House of Representatives,Republican,6775,1821,TX,4507,NATIONAL,0,6775
Gibson,#,Karen,2018-05-14 00:00:00+00,5,LOWER,Lubbock,2011-06-01 00:00:00+00,Lubbock City Council,,200061,858561,TX,4622,LOCAL,1,174849
O´Day,#,Mike,2009-01-06 00:00:00+00,000000000029,LOWER,,0001-01-01 00:00:00+00,Texas House of Representatives,Republican,2968,5903,TX,2661,STATE,0,2968
Sheffield,#,J.D.,2015-01-05 00:00:00+00,000000000059,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56820,754708,TX,2661,STATE,0,28555
Warren,#,Don,2020-05-15 00:00:00+00,4,LOWER,Tyler,2014-05-26 00:00:00+00,Tyler City Council,,200190,858709,TX,4113,LOCAL,1,173696
Hill,#,Fred,2009-01-06 00:00:00+00,000000000112,LOWER,,0001-01-01 00:00:00+00,Texas House of Representatives,Republican,7889,5781,TX,2661,STATE,0,7889
Blanco,#,Cesar,2019-01-08 00:00:00+00,76,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Democrat,198821,760030,TX,2661,STATE,1,82348
Schwertner,7701,Charles,2019-01-08 00:00:00+00,000000000005,UPPER,,2013-01-08 00:00:00+00,The Senate of Texas,Republican,195304,754804,TX,2664,STATE,1,7701
Castex-Tatum,#,Martha,2020-01-02 00:00:00+00,K,LOWER,Houston,2018-05-16 00:00:00+00,Houston City Council,,201517,2999,TX,2814,LOCAL,1,201515
Hrbacek,#,Doug,2018-06-01 00:00:00+00,At Large,LOWER,Carrollton,2012-05-01 00:00:00+00,Carrollton City Council,,194204,858944,TX,3667,LOCAL,1,171593
Noschese,#,Greg,2020-05-18 00:00:00+00,At Large,LOWER,Mesquite,2012-06-01 00:00:00+00,Mesquite City Council,,200977,858527,TX,3748,LOCAL,1,173580
Moise,#,Helen,2020-05-30 00:00:00+00,1,LOWER,Arlington,2018-05-30 00:00:00+00,Arlington City Council,,200037,758033,TX,1646,LOCAL,0,200037
Tolbert,#,Jim,2017-06-27 00:00:00+00,2,LOWER,El Paso,2016-05-10 00:00:00+00,El Paso City Council,,168565,758045,TX,1376,LOCAL,1,129462
Lozano,#,Jose Manuel,2019-01-08 00:00:00+00,43,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,193869,759997,TX,2661,STATE,1,1149
Quintana,#,Rachel,2011-06-01 00:00:00+00,000000000005,LOWER,El Paso,2007-06-01 00:00:00+00,El Paso City Council,,4024,1424,TX,1376,LOCAL,0,4024
Elkins,#,Gary,2015-01-05 00:00:00+00,000000000135,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56665,754784,TX,2661,STATE,0,493
Jensen,#,Ron,2019-05-11 00:00:00+00,At Large,LOWER,Grand Prairie,2013-05-11 00:00:00+00,Grand Prairie City Council,,197169,858519,TX,4199,LOCAL,1,174370
Gooden,#,Lance ,2015-01-05 00:00:00+00,000000000004,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Republican,56747,754653,TX,2661,STATE,0,17416
Granger,#,Kay,2019-01-03 00:00:00+00,000000000012,LOWER,,2013-01-03 00:00:00+00,United States House of Representatives,Republican,162445,757465,TX,4507,NATIONAL,1,9418
Anderson,#,Charles,2019-01-08 00:00:00+00,56,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,193883,760010,TX,2661,STATE,1,2046
Archer,#,Bruce,2020-05-18 00:00:00+00,At Large,LOWER,Mesquite,2014-05-19 00:00:00+00,Mesquite City Council,,200975,858527,TX,3748,LOCAL,1,173578
Prince,#,Kayci,2021-05-01 00:00:00+00,At Large,LOWER,Plano,2017-05-09 00:00:00+00,Plano City Council,,195817,858986,TX,3792,LOCAL,1,173690
Eiland,#,Craig,2015-01-05 00:00:00+00,000000000023,LOWER,,2013-01-08 00:00:00+00,Texas House of Representatives,Democrat,56664,754672,TX,2661,STATE,0,4955
Button,#,Angie,2019-01-08 00:00:00+00,112,LOWER,,2015-01-05 00:00:00+00,Texas House of Representatives,Republican,192713,760066,TX,2661,STATE,1,8375
Smith,#,Greg,2018-11-30 00:00:00+00,4,LOWER,Corpus Christi,2016-12-13 00:00:00+00,Corpus Christi City Council,,197220,858669,TX,4549,LOCAL,1,174811
Meagher,#,Allan,2019-06-01 00:00:00+00,At Large,LOWER,Irving,2013-06-01 00:00:00+00,Irving City Council,,195842,760551,TX,4313,LOCAL,2,78742
Aleman,#,Dan,2020-05-18 00:00:00+00,At Large,LOWER,Mesquite,2016-05-16 00:00:00+00,Mesquite City Council,,200976,858527,TX,3748,LOCAL,1,173579
Wilson,#,Terry,2019-01-08 00:00:00+00,20,LOWER,,2017-01-10 00:00:00+00,Texas House of Representatives,Republican,197061,759974,TX,2661,STATE,1,140682
